평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수(인쇄),사서수,대출자수,대출권수,도서예산(자료구입비)
2023,LIBTYPE000002,2030111007,더불어 숲,대구,북구,35151,0,10670,17693,11300
2023,LIBTYPE000002,2030111012,제3의시간,서울,종로구,4434,1,0,0,65580
2023,LIBTYPE000002,2060141162,가람도서관,경기,파주시,58903,7,20625,100145,65832
2023,LIBTYPE000002,2060111042,가온도서관,서울,중구,82131,6,6387,70236,117010
2023,LIBTYPE000002,2060125007,갈마도서관,대전,서구,213371,4,6834,122711,121352
2023,LIBTYPE000002,2060111092,갈산도서관,서울,양천구,52158,7,66448,117012,134416
2023,LIBTYPE000002,2060123011,갈산도서관,인천,부평구,29204,4,2990,28370,21294
2023,LIBTYPE000002,2060143024,감곡도서관,충북,음성군,38390,1,606,8858,12086
2023,LIBTYPE000002,2060147006,감포도서관,경북,경주시,59770,1,469,10753,24080
2023,LIBTYPE000002,2060143026,강내도서관,충북,청주시,90704,2,26675,104326,44100
2023,LIBTYPE000002,2060111067,개봉도서관,서울,구로구,36771,2,6017,45476,21834
2023,LIBTYPE000002,2060111018,거마도서관,서울,송파구,51570,5,9459,77739,42000
2023,LIBTYPE000002,2060823014,검단도서관,인천,서구,82520,3,6832,116955,60592
2023,LIBTYPE000002,2060123028,검암도서관,인천,서구,52711,5,17537,122397,132424
2023,LIBTYPE000002,2060147038,경북도서관,경북,예천군,168270,7,8099,250161,784324
2023,LIBTYPE000002,2060144001,계룡도서관,충남,계룡시,79535,2,6694,71024,65195
2023,LIBTYPE000002,2060142020,관전도서관,강원,철원군,34924,1,552,8303,20000
2023,LIBTYPE000002,2060125023,관평도서관,대전,유성구,32977,6,5979,137335,68415
2023,LIBTYPE000002,2060141282,광남도서관,경기,광주시,32527,4,0,0,580000
2023,LIBTYPE000002,2060141201,광적도서관,경기,양주시,45783,4,4966,22515,41810
2023,LIBTYPE000002,2060121028,교리도서관,부산,기장군,26109,3,3771,88244,53240
2023,LIBTYPE000002,2060141096,교하도서관,경기,파주시,201782,10,16253,239502,171952
2023,LIBTYPE000002,2060125022,구암도서관,대전,유성구,58205,2,7311,82943,81201
2023,LIBTYPE000002,2060125011,구즉도서관,대전,유성구,95136,3,7315,99918,70460
2023,LIBTYPE000002,20601110046,글빛도서관,서울,성북구,22046,6,10000,127377,29500
2023,LIBTYPE000002,2060121019,금곡도서관,부산,북구,74757,4,5892,97067,108349
2023,LIBTYPE000002,2060141265,금사도서관,경기,여주시,15629,0.5,956,22530,20000
2023,LIBTYPE000002,2060121027,금샘도서관,부산,금정구,74299,8.5,19074,364152,170230
2023,LIBTYPE000002,2060121008,금정도서관,부산,금정구,247239,10,13619,268022,186011
2023,LIBTYPE000002,2060121009,기장도서관,부산,기장군,191108,7,6291,100500,103000
2023,LIBTYPE000002,2060123018,꿈벗도서관,인천,중구,43594,4,846,15257,33862
2023,LIBTYPE000002,2060121002,남구도서관,부산,남구,280802,13,15482,339120,226657
2023,LIBTYPE000002,2060142039,남면도서관,강원,홍천군,19896,0.5,477,10683,27019
2023,LIBTYPE000002,2060131014,남목도서관,울산,동구,36189,2,2689,30724,60000
2023,LIBTYPE000002,2060141217,남사도서관,경기,용인시,84520,4,13942,167299,148847
2023,LIBTYPE000002,2060123022,내가도서관,인천,강화군,16630,0,151,3047,14917
2023,LIBTYPE000002,2060148011,내서도서관,경남,창원시,132074,2,4759,114520,93873
2023,LIBTYPE000002,2060125019,노은도서관,대전,유성구,93034,4,12328,187050,76829
2023,LIBTYPE000002,2060141179,논골도서관,경기,성남시,17313,1,4489,16182,11082
2023,LIBTYPE000002,2060111013,논현도서관,서울,강남구,50835,5,13666,94604,68319
2023,LIBTYPE000002,2060141203,능평도서관,경기,광주시,75865,3,6721,149664,89860
2023,LIBTYPE000002,2060121013,다대도서관,부산,사하구,156774,7.5,40865,136693,197783
2023,LIBTYPE000002,2060147037,다산도서관,경북,고령군,29348,3,823,20296,49600
2023,LIBTYPE000002,2060147007,단석도서관,경북,경주시,50609,2,4221,6816,24523
2023,LIBTYPE000002,2060111033,대림도서관,서울,영등포구,70350,8,11594,173094,127279
2023,LIBTYPE000002,2060141199,대부도서관,경기,안산시,46426,1,1528,25449,29600
2023,LIBTYPE000002,2060141240,대신도서관,경기,여주시,28751,1,1581,65562,3000
2023,LIBTYPE000002,2060111014,대치도서관,서울,강남구,59388,6,17795,136060,57820
2023,LIBTYPE000002,2060121003,동구도서관,부산,동구,126216,5,4091,90256,91408
2023,LIBTYPE000002,2050149004,동녘도서관,제주,제주시,93160,4,1314,53912,68760
2023,LIBTYPE000002,2060148008,동부도서관,경남,창원시,153118,6,10363,175128,98669
2023,LIBTYPE000002,2060123009,동양도서관,인천,계양구,46904,3,3085,40664,28084
2023,LIBTYPE000002,2060121004,만덕도서관,부산,북구,136283,5,8691,158715,113518
2023,LIBTYPE000002,2060141274,만선도서관,경기,광주시,19587,6,1238,11747,64200
2023,LIBTYPE000002,2030141007,만화도서관,경기,부천시,216277,1,45,1645,60000
2023,LIBTYPE000002,2060121011,망미도서관,부산,수영구,79869,2,42720,122103,58680
2023,LIBTYPE000002,2060131011,매곡도서관,울산,북구,50729,2,8708,170924,48518
2023,LIBTYPE000002,2060143008,매포도서관,충북,단양군,46784,0,204,8046,14280
2023,LIBTYPE000002,2060148028,명곡도서관,경남,창원시,100600,4,11239,138392,102033
2023,LIBTYPE000002,2030145001,명봉도서관,전북,정읍시,27682,1,154,2076,6304
2023,LIBTYPE000002,2060142024,모루도서관,강원,강릉시,100245,3,31684,99037,77527
2023,LIBTYPE000002,2060111037,문래도서관,서울,영등포구,65805,10,12729,232391,96000
2023,LIBTYPE000002,20601110024,미감도서관,서울,양천구,21150,3,6529,38555,100630
2023,LIBTYPE000002,2060121006,반여도서관,부산,해운대구,62134,2,1479,4292,42000
2023,LIBTYPE000002,2060141228,반월도서관,경기,안산시,40040,1,3955,37631,29248
2023,LIBTYPE000002,20601110013,방배도서관,서울,서초구,20357,2,10997,67745,40034
2023,LIBTYPE000002,2060123003,백령도서관,인천,옹진군,39455,0,240,480,3000
2023,LIBTYPE000002,2060141194,별빛도서관,경기,남양주시,95432,3,14357,294027,84442
2023,LIBTYPE000002,2060141137,보라도서관,경기,용인시,153079,5,16074,274544,156459
2023,LIBTYPE000002,2060141174,본오도서관,경기,안산시,35603,1,3996,27825,28668
2023,LIBTYPE000002,2060141105,봉담도서관,경기,화성시,126669,6,13607,203828,120348
2023,LIBTYPE000002,2060143006,봉양도서관,충북,제천시,34652,2,1078,16909,49958
2023,LIBTYPE000002,2060123016,부개도서관,인천,부평구,66869,7,6570,98122,80371
2023,LIBTYPE000002,2060121025,부산도서관,부산,사상구,371929,24,26283,367294,947800
2023,LIBTYPE000002,2060147034,북삼도서관,경북,칠곡군,78173,2,1732,34386,60678
2023,LIBTYPE000002,20601110022,불암도서관,서울,노원구,57482,10,14293,143539,118730
2023,LIBTYPE000002,2060122019,비원도서관,대구,서구,30174,1.5,1390,28578,37263
2023,LIBTYPE000002,2030122007,비전도서관,대구,달성군,17114,1,572,13704,16000
2023,LIBTYPE000002,2060121010,사상도서관,부산,사상구,148275,6,5409,129232,173840
2023,LIBTYPE000002,2060145039,산들도서관,전북,군산시,22198,3,1814,40232,43210
2023,LIBTYPE000002,2060123013,삼산도서관,인천,부평구,71918,7,36491,118766,101770
2023,LIBTYPE000002,2060143030,삼성도서관,충북,음성군,13201,1,454,4131,12498
2023,LIBTYPE000002,2060146019,삼호도서관,전남,영암군,124178,3,3133,26512,63000
2023,LIBTYPE000002,2060111074,상계도서관,서울,노원구,72043,8,12959,97080,114026
2023,LIBTYPE000002,2060148003,상남도서관,경남,창원시,178253,3,16317,182344,98450
2023,LIBTYPE000002,2060124013,상록도서관,광주,서구,59211,6,3790,51964,73444
2023,LIBTYPE000002,2060141187,상현도서관,경기,용인시,158538,3.5,26274,546960,171616
2023,LIBTYPE000002,2030122001,새벗도서관,대구,달서구,66896,1,638,17280,11300
2023,LIBTYPE000002,2060141262,서농도서관,경기,용인시,61068,3.5,15738,356022,173304
2023,LIBTYPE000002,2060142037,서석도서관,강원,홍천군,21208,1,4474,13160,24000
2023,LIBTYPE000002,2060123008,서운도서관,인천,계양구,42406,3,2739,44684,25839
2023,LIBTYPE000002,2060111078,서울도서관,서울,중구,544739,24,140462,324512,710272
2023,LIBTYPE000002,20601110009,서이도서관,서울,서초구,24809,1,10240,48319,32767
2023,LIBTYPE000002,2060123021,서창도서관,인천,남동구,91356,4,7359,130941,57560
2023,LIBTYPE000002,2060823013,석남도서관,인천,서구,60648,4,4483,56763,56991
2023,LIBTYPE000002,2060147033,석적도서관,경북,칠곡군,78366,2,2558,71470,61298
2023,LIBTYPE000002,2060141184,선부도서관,경기,안산시,53716,1,11372,27092,35180
2023,LIBTYPE000002,2060111051,선유도서관,서울,영등포구,63941,6,5556,50147,80000
2023,LIBTYPE000002,2060144034,설림도서관,전북,군산시,59094,4,1877,23320,51227
2023,LIBTYPE000002,2060141260,성복도서관,경기,용인시,48813,3.5,17602,348634,181251
2023,LIBTYPE000002,2060148024,성산도서관,경남,창원시,127223,4,15570,211354,92608
2023,LIBTYPE000002,2060141055,세종도서관,경기,여주시,156449,3,3553,50378,62996
2023,LIBTYPE000002,2060123020,소래도서관,인천,남동구,117476,3,9171,162268,69752
2023,LIBTYPE000002,2060142002,소양도서관,강원,춘천시,44898,1,3445,42949,56752
2023,LIBTYPE000002,2060123012,송림도서관,인천,동구,90517,6,39731,39731,88743
2023,LIBTYPE000002,2050149002,송악도서관,제주,서귀포시,109562,4,3233,78130,67456
2023,LIBTYPE000002,2060125020,송촌도서관,대전,대덕구,96011,5,5724,126216,96656
2023,LIBTYPE000002,2060147032,송화도서관,경북,경주시,70106,3.5,4620,30101,64435
2023,LIBTYPE000002,2060141207,수암도서관,경기,안산시,25865,1,2585,22562,24624
2023,LIBTYPE000002,2060124006,신가도서관,광주,광산구,62462,0,0,0,0
2023,LIBTYPE000002,2060123015,신석도서관,인천,서구,71019,4,13009,66546,50385
2023,LIBTYPE000002,2060124019,신용도서관,광주,북구,35225,3,8499,191835,96404
2023,LIBTYPE000002,2060823015,심곡도서관,인천,서구,75257,4,27485,93350,53658
2023,LIBTYPE000002,2060145031,아중도서관,전북,전주시,92636,3,7138,90765,72513
2023,LIBTYPE000002,2060125012,안산도서관,대전,대덕구,142358,2,4557,80294,89281
2023,LIBTYPE000002,2060149007,애월도서관,제주,제주시,75001,2,5298,78497,47000
2023,LIBTYPE000002,20601110018,약수도서관,서울,동작구,80875,2,7688,49672,33208
2023,LIBTYPE000002,2060141258,양벌도서관,경기,광주시,20636,1,3335,43149,36200
2023,LIBTYPE000002,2060124016,양산도서관,광주,북구,40589,3,6714,136042,84036
2023,LIBTYPE000002,2060141113,양산도서관,경기,오산시,58273,2,3878,50458,34411
2023,LIBTYPE000002,2060144026,엄사도서관,충남,계룡시,71353,1,5957,71214,56000
2023,LIBTYPE000002,2060141133,여주도서관,경기,여주시,163759,5.5,6041,147385,143514
2023,LIBTYPE000002,2060111036,역삼도서관,서울,강남구,38545,4,14000,73607,53689
2023,LIBTYPE000002,2060121014,연제도서관,부산,연제구,151447,9,15129,366311,175000
2023,LIBTYPE000002,2060141085,연천도서관,경기,연천군,72093,1.5,1595,43382,50925
2023,LIBTYPE000002,2060141283,영덕도서관,경기,용인시,23272,3,1287,8153,300210
2023,LIBTYPE000002,2060121005,영도도서관,부산,영도구,157858,7,43041,138495,175000
2023,LIBTYPE000002,2060146018,영암도서관,전남,영암군,156217,6,15031,37799,71857
2023,LIBTYPE000002,2060141107,오포도서관,경기,광주시,98069,4,6908,117599,84500
2023,LIBTYPE000002,2060143007,옥산도서관,충북,청주시,72279,1,10339,75858,41300
2023,LIBTYPE000002,2060123030,용비도서관,인천,미추홀구,42334,3,24880,82920,23909
2023,LIBTYPE000002,2060131012,울산도서관,울산,남구,265707,11.5,34164,659477,621444
2023,LIBTYPE000002,2050131004,울주도서관,울산,울주군,260849,12,4929,124916,174749
2023,LIBTYPE000002,2060142023,원통도서관,강원,인제군,30227,0,552,14512,41705
2023,LIBTYPE000002,2060111034,월계도서관,서울,노원구,53046,5,6118,34990,30501
2023,LIBTYPE000002,2060141150,월곶도서관,경기,시흥시,43041,2,2082,76073,48923
2023,LIBTYPE000002,2060141229,월롱도서관,경기,파주시,12248,2,1797,8767,17404
2023,LIBTYPE000002,2060125025,월평도서관,대전,서구,80254,3,15147,391650,178324
2023,LIBTYPE000002,2060125009,유성도서관,대전,유성구,122991,5,11584,135954,79218
2023,LIBTYPE000002,2060123035,임학도서관,인천,계양구,17810,2,3029,32626,28331
2023,LIBTYPE000002,2060125015,자양도서관,대전,동구,54074,1,1224,27329,30000
2023,LIBTYPE000002,2060123019,작전도서관,인천,계양구,45516,5,5083,63712,49498
2023,LIBTYPE000002,20601110010,잠원도서관,서울,서초구,26037,2,11710,83463,39486
2023,LIBTYPE000002,2060124012,장덕도서관,광주,광산구,76588,3.5,32102,190936,71850
2023,LIBTYPE000002,2060148016,장유도서관,경남,김해시,126264,7,6606,73590,30726
2023,LIBTYPE000002,2060141121,적성도서관,경기,파주시,44626,2,2623,12956,26600
2023,LIBTYPE000002,2060125027,전민도서관,대전,유성구,22991,6,0,0,24976
2023,LIBTYPE000002,2060141219,점동도서관,경기,여주시,32928,2,1140,15580,38753
2023,LIBTYPE000002,2060121016,정관도서관,부산,기장군,219343,10,86852,287732,217000
2023,LIBTYPE000002,2060141147,정남도서관,경기,화성시,42947,2,5347,33879,42811
2023,LIBTYPE000002,20601110006,정릉도서관,서울,성북구,35934,3,4592,32163,23889
2023,LIBTYPE000002,2060144036,정산도서관,충남,청양군,40365,1,3784,3784,20000
2023,LIBTYPE000002,2050149005,제남도서관,제주,서귀포시,99383,4,9097,42870,60000
2023,LIBTYPE000002,2050149001,제주도서관,제주,제주시,281897,10,94828,280022,288513
2023,LIBTYPE000002,2060141119,조리도서관,경기,파주시,44402,3,6681,27756,23000
2023,LIBTYPE000002,2060111072,조원도서관,서울,관악구,60022,3,9225,54118,55569
2023,LIBTYPE000002,2060144037,죽정도서관,충남,보령시,41244,2,2910,35827,48603
2023,LIBTYPE000002,2060124017,중흥도서관,광주,북구,37344,8,6661,132855,126200
2023,LIBTYPE000002,2060121026,지사도서관,부산,강서구,24406,2,2491,40738,64653
2023,LIBTYPE000002,2060144033,진산도서관,충남,금산군,36415,0,2192,6198,15000
2023,LIBTYPE000002,2060125021,진잠도서관,대전,유성구,83061,4,8393,102814,67091
2023,LIBTYPE000002,2060148007,진해도서관,경남,창원시,211163,6,13213,188430,130034
2023,LIBTYPE000002,2060146038,철마도서관,전남,진도군,49748,1,938,2141,46000
2023,LIBTYPE000002,2030142002,철암도서관,강원,태백시,14308,0,60,769,1000
2023,LIBTYPE000002,2060124007,첨단도서관,광주,광산구,58608,3,6092,103642,68850
2023,LIBTYPE000002,2060111015,청담도서관,서울,강남구,36391,4,10117,51192,47740
2023,LIBTYPE000002,2060123017,청천도서관,인천,부평구,63789,5,27654,83606,64183
2023,LIBTYPE000002,2060111056,청파도서관,서울,용산구,40737,3,1618,18334,60000
2023,LIBTYPE000002,2060141148,초월도서관,경기,광주시,99319,1,8047,161176,99500
2023,LIBTYPE000002,2060144027,추부도서관,충남,금산군,39453,1,1643,5703,15000
2023,LIBTYPE000002,2060144040,충남도서관,충남,홍성군,266573,10,15457,348069,557324
2023,LIBTYPE000002,2060148015,칠암도서관,경남,김해시,160901,5.5,2239,91278,107904
2023,LIBTYPE000002,2060147008,칠평도서관,경북,경주시,55982,2,650,33688,48016
2023,LIBTYPE000002,2060141204,탄현도서관,경기,파주시,19396,0,4908,14600,24923
2023,LIBTYPE000002,2060149002,탐라도서관,제주,제주시,208843,5,115526,349865,220999
2023,LIBTYPE000002,2060141271,퇴촌도서관,경기,광주시,22022,5,2243,38972,34200
2023,LIBTYPE000002,2060141221,파평도서관,경기,파주시,12378,1.5,1308,5172,13400
2023,LIBTYPE000002,2060141123,판교도서관,경기,성남시,230839,4,35565,438724,169751
2023,LIBTYPE000002,2060149012,표선도서관,제주,서귀포시,77598,3,4199,72271,37000
2023,LIBTYPE000002,2060111065,하늘도서관,서울,구로구,29835,3,4868,15691,25614
2023,LIBTYPE000002,2060149009,한경도서관,제주,제주시,63349,2,1856,42606,47000
2023,LIBTYPE000002,2060141149,한빛도서관,경기,파주시,108452,3,12807,277736,114900
2023,LIBTYPE000002,2060141220,한울도서관,경기,파주시,70059,4,18161,225610,127530
2023,LIBTYPE000002,2060141090,해밀도서관,경기,부천시,83994,2,1424,29557,77260
2023,LIBTYPE000002,2060141128,해솔도서관,경기,파주시,83322,5,28962,164198,80292
2023,LIBTYPE000002,2060125016,홍도도서관,대전,동구,56179,1,1564,33364,30000
2023,LIBTYPE000002,2060111071,화랑도서관,서울,노원구,35714,6,36818,89812,68305
2023,LIBTYPE000002,2060121012,화명도서관,부산,북구,178945,12,151084,307277,126986
2023,LIBTYPE000002,2060148021,화전도서관,경남,남해군,71439,2,4120,5750,27280
2023,LIBTYPE000002,2060123005,효성도서관,인천,계양구,50253,2,4205,59101,29133
2023,LIBTYPE000002,2060141277,흥천도서관,경기,여주시,12371,1,1009,9460,34600
2023,LIBTYPE000002,2030111008,가락몰도서관,서울,송파구,37265,4,9389,77992,25526
2023,LIBTYPE000002,2060125008,가수원도서관,대전,서구,192225,3,9321,235631,138716
2023,LIBTYPE000002,2060141215,가재울도서관,경기,의정부시,30772,3.5,6825,37435,31000
2023,LIBTYPE000002,2060146017,강진군도서관,전남,강진군,139392,4,1785,45342,59700
2023,LIBTYPE000002,2060132008,고운동도서관,세종,세종시,46667,1,6409,76336,23000
2023,LIBTYPE000002,2060141108,곤지암도서관,경기,광주시,90412,3,3705,42650,79500
2023,LIBTYPE000002,2060122003,구수산도서관,대구,북구,132554,11,76413,261763,167912
2023,LIBTYPE000002,20601110059,군자동도서관,서울,광진구,16031,3,9463,66260,30905
2023,LIBTYPE000002,20601110047,김영삼도서관,서울,동작구,52026,14,16790,177673,86000
2023,LIBTYPE000002,20601110052,까망돌도서관,서울,동작구,31579,9,11206,132952,67692
2023,LIBTYPE000002,2060148013,꿈이랑도서관,경남,통영시,28353,2,1348,22870,24823
2023,LIBTYPE000002,2060132015,나성동도서관,세종,세종시,26051,1,5051,61466,78000
2023,LIBTYPE000002,2060141254,노을빛도서관,경기,화성시,29380,2,6418,99237,75219
2023,LIBTYPE000002,2060132011,다정동도서관,세종,세종시,46085,1,11811,186129,21600
2023,LIBTYPE000002,2060132005,대평동도서관,세종,세종시,46144,1,7515,87474,25021
2023,LIBTYPE000002,2060132002,도담동도서관,세종,세종시,45170,1,6950,43362,21600
2023,LIBTYPE000002,2060111093,돌마리도서관,서울,송파구,27440,2,7031,67335,26715
2023,LIBTYPE000002,2060125018,무지개도서관,대전,동구,63240,2,2308,110300,41738
2023,LIBTYPE000002,2060141144,물푸레도서관,경기,파주시,46706,3,4270,43788,27500
2023,LIBTYPE000002,2060142038,미리내도서관,강원,원주시,42993,8,3362,183579,109568
2023,LIBTYPE000002,2060132013,반곡동도서관,세종,세종시,29490,1,7533,130742,90058
2023,LIBTYPE000002,2060132007,보람동도서관,세종,세종시,55600,1,8266,57161,23750
2023,LIBTYPE000002,2060147024,북울진도서관,경북,울진군,68092,4,3265,34281,40000
2023,LIBTYPE000002,2030141001,사랑샘도서관,경기,수원시,25603,2,8399,26117,26792
2023,LIBTYPE000002,2060141280,상록수도서관,경기,안산시,17833,1,1885,11808,112260
2023,LIBTYPE000002,2060132006,새롬동도서관,세종,세종시,55125,1,11826,188042,24500
2023,LIBTYPE000002,2060142042,샘마루도서관,강원,원주시,23769,6,6051,48065,349858
2023,LIBTYPE000002,2050149006,서귀포도서관,제주,서귀포시,220308,6,1329,29766,115273
2023,LIBTYPE000002,2060143031,서충주도서관,충북,충주시,60640,2,5030,96268,82800
2023,LIBTYPE000002,2060132009,소담동도서관,세종,세종시,58702,1,10189,170699,21600
2023,LIBTYPE000002,2060141252,소래빛도서관,경기,시흥시,102642,14,6758,206767,68972
2023,LIBTYPE000002,2060141235,소리울도서관,경기,오산시,35288,3,4434,81742,41781
2023,LIBTYPE000002,2060121007,수영구도서관,부산,수영구,145405,8,107387,295210,200948
2023,LIBTYPE000002,2060141253,술이홀도서관,경기,파주시,15390,1,1387,8804,13300
2023,LIBTYPE000002,2060125013,신탄진도서관,대전,대덕구,161772,4,4215,109367,103760
2023,LIBTYPE000002,2060125026,아가랑도서관,대전,유성구,15846,3.5,4353,119762,53213
2023,LIBTYPE000002,2060132003,아름동도서관,세종,세종시,63508,1,8644,110828,23000
2023,LIBTYPE000002,2060111011,아리랑도서관,서울,성북구,90943,7,9923,69280,109933
2023,LIBTYPE000002,2060131009,약숫골도서관,울산,중구,40187,3,4595,80055,30000
2023,LIBTYPE000002,2060111070,어울림도서관,서울,중구,88923,8,30788,87370,89292
2023,LIBTYPE000002,2060143017,올누림도서관,충북,단양군,107019,2,1445,22869,45113
2023,LIBTYPE000002,2060122020,원고개도서관,대구,서구,28853,1.5,1238,20725,31582
2023,LIBTYPE000002,2060141170,원고잔도서관,경기,안산시,43653,1,10220,24664,25000
2023,LIBTYPE000002,2060125024,원신흥도서관,대전,유성구,49636,5,14845,273705,76998
2023,LIBTYPE000002,20601110036,은뜨락도서관,서울,은평구,34368,6,10539,115964,62994
2023,LIBTYPE000002,2060146033,정남진도서관,전남,장흥군,101418,0,6000,19426,49999
2023,LIBTYPE000002,2060111021,정다운도서관,서울,강남구,49140,3,13003,107683,54717
2023,LIBTYPE000002,2050143005,제천학생회관,충북,제천시,20247,3,30,36,35995
2023,LIBTYPE000002,2060149008,조천읍도서관,제주,제주시,72892,2.5,18401,64929,89039
2023,LIBTYPE000002,2060132004,종촌동도서관,세종,세종시,57213,1,13962,97786,21600
2023,LIBTYPE000002,2060111022,즐거운도서관,서울,강남구,38327,5,11197,65451,52060
2023,LIBTYPE000002,2060124021,책정원도서관,광주,동구,19520,1.5,448,2011,315000
2023,LIBTYPE000002,2060148043,최윤덕도서관,경남,창원시,55968,7,13515,224063,104361
2023,LIBTYPE000002,2060123004,학나래도서관,인천,미추홀구,61246,3.5,13071,45094,25487
2023,LIBTYPE000002,2060111050,학마을도서관,서울,도봉구,71905,9,7899,96431,74478
2023,LIBTYPE000002,2060132001,한솔동도서관,세종,세종시,33473,1,5596,31821,21600
2023,LIBTYPE000002,2050149003,한수풀도서관,제주,제주시,95822,4,1904,71052,60000
2023,LIBTYPE000002,2060123027,해돋이도서관,인천,연수구,72094,1.5,134080,246100,98331
2023,LIBTYPE000002,2060132014,해밀동도서관,세종,세종시,29055,1,6857,111248,93966
2023,LIBTYPE000002,2060141226,해오름도서관,경기,성남시,77513,2,15529,152985,104313
2023,LIBTYPE000002,2060111023,행복한도서관,서울,강남구,46611,5,13866,115552,59832
2023,LIBTYPE000002,2030141004,희망샘도서관,경기,수원시,35367,4,6306,35898,24588
2023,LIBTYPE000002,2060111035,꿈마을 도서관,서울,구로구,21343,2,4882,24699,25226
2023,LIBTYPE000002,2060131002,농소1동도서관,울산,북구,51908,2,3321,56927,30960
2023,LIBTYPE000002,2060111089,아름꿈 도서관,서울,종로구,31535,2,3872,11562,15000
2023,LIBTYPE000002,2060131015,강동바다도서관,울산,북구,21090,3,2010,33683,270000
2023,LIBTYPE000002,2050142003,강릉교육문화관,강원,강릉시,186719,9,14186,101461,103925
2023,LIBTYPE000002,2060111079,강서영어도서관,서울,강서구,42455,5,4746,122183,57000
2023,LIBTYPE000002,2060123002,강화군립도서관,인천,강화군,79265,4,2886,48076,54079
2023,LIBTYPE000002,2060111059,개울건강도서관,서울,양천구,31236,4,8487,55450,116456
2023,LIBTYPE000002,2060148038,경남대표도서관,경남,창원시,201452,12,6250,108464,285696
2023,LIBTYPE000002,2060147019,경산시립도서관,경북,경산시,109474,8,12082,42913,64999
2023,LIBTYPE000002,2060147004,경주시립도서관,경북,경주시,211387,12,13443,274590,252640
2023,LIBTYPE000002,2060147005,경주중앙도서관,경북,경주시,35966,2.5,1523,10600,25020
2023,LIBTYPE000002,2050142022,고성교육도서관,강원,고성군,45404,3,8100,16639,48044
